Category,language_code,ISO_639,Num_Words,Num_Sources,Num_Sections,Num_Images,Page_Views,Edits_30_Days,Num_Links_to_Wikipedia,URL,Original_Topic,date,language
Biodiversity Conservation,mk,mkd,64,0,2,0,12,0,12,https://mk.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BD%D0%BB%D0%B8%D0%B2_%D0%B2%D0%B8%D0%B4,Vulnerable_species,8/1/2012,Macedonian
Public Health,mk,mkd,64,0,2,6,131,1,49,https://mk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%B0_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%98%D0%B0,World_Health_Organization,13/8/2008,Macedonian
Biodiversity Conservation,ml,mal,57,1,3,2,9,0,4,https://ml.wikipedia.org/wiki/%E0%B4%AC%E0%B4%AF%E0%B5%8B%E0%B4%AC%E0%B5%8D%E0%B4%B2%E0%B4%BF%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%B8%E0%B5%8D,BioBlitz,22/5/2014,Malayalam
Biodiversity Conservation,ml,mal,422,2,6,5,906,0,13,https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B5%88%E0%B4%B5%E0%B4%B5%E0%B5%88%E0%B4%B5%E0%B4%BF%E0%B4%A7%E0%B5%8D%E0%B4%AF%E0%B4%82,Biodiversity,4/9/2007,Malayalam
Biodiversity Conservation,ml,mal,387,0,4,3,53,0,49,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%B9%E0%B4%BE%E0%B4%B5%E0%B5%88%E0%B4%B5%E0%B4%BF%E0%B4%A7%E0%B5%8D%E0%B4%AF%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%A6%E0%B5%87%E0%B4%B6%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%BE,Biodiversity_hotspot,10/5/2006,Malayalam
Biodiversity Conservation,ml,mal,232,6,4,6,53,0,31,https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B5%88%E0%B4%B5%E0%B4%B5%E0%B5%88%E0%B4%B5%E0%B4%BF%E0%B4%A7%E0%B5%8D%E0%B4%AF_%E0%B4%B9%E0%B4%BE%E0%B4%A8%E0%B4%BF,Biodiversity_loss,18/4/2022,Malayalam
Climate Change,ml,mal,642,23,5,9,2833,0,44,https://ml.wikipedia.org/wiki/%E0%B4%86%E0%B4%97%E0%B5%8B%E0%B4%B3%E0%B4%A4%E0%B4%BE%E0%B4%AA%E0%B4%A8%E0%B4%82,Climate_change,6/4/2007,Malayalam
Climate Change,ml,mal,225,10,2,5,9,0,31,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%BE%E0%B4%B2%E0%B4%BE%E0%B4%B5%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE_%E0%B4%B5%E0%B4%BF%E0%B4%B5%E0%B4%BE%E0%B4%A6%E0%B4%82,Climate_change_litigation,24/4/2022,Malayalam
Climate Change,ml,mal,571,19,8,3,17,0,7,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%BE%E0%B4%B2%E0%B4%BE%E0%B4%B5%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE_%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%A4%E0%B4%BF%E0%B4%B8%E0%B4%A8%E0%B5%8D%E0%B4%A7%E0%B4%BF,Climate_crisis,25/4/2022,Malayalam
Climate Change,ml,mal,254,12,4,7,18,0,65,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%BE%E0%B4%B2%E0%B4%BE%E0%B4%B5%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE_%E0%B4%8E%E0%B4%9E%E0%B5%8D%E0%B4%9A%E0%B4%BF%E0%B4%A8%E0%B5%80%E0%B4%AF%E0%B4%B1%E0%B4%BF%E0%B4%82%E0%B4%97%E0%B5%8D,Climate_engineering,25/4/2022,Malayalam
Biodiversity Conservation,ml,mal,76,3,3,2,5,0,3,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%B0%E0%B4%BF%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%A3_%E0%B4%9B%E0%B4%BE%E0%B4%AF%E0%B4%BE%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%B9%E0%B4%A3%E0%B4%82,Conservation_photography,17/3/2012,Malayalam
Biodiversity Conservation,ml,mal,46,0,1,6,30,0,33,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%B0%E0%B4%BF%E0%B4%AA%E0%B4%BE%E0%B4%B2%E0%B4%A8%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BF%E0%B4%A4%E0%B4%BF,Conservation_status,9/10/2007,Malayalam
Public Health,ml,mal,563,18,12,5,31,0,17,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B5%BC%E0%B4%95%E0%B5%8D%E0%B4%95_%E0%B4%AA%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF%E0%B4%95,Contact_tracing,27/4/2020,Malayalam
Biodiversity Conservation,ml,mal,308,1,4,8,28,0,70,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%BA%E0%B4%B5%E0%B5%86%E0%B5%BB%E0%B4%B7%E0%B5%BB_%E0%B4%93%E0%B5%BA_%E0%B4%AC%E0%B4%AF%E0%B5%8B%E0%B4%B3%E0%B4%9C%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD_%E0%B4%A1%E0%B5%88%E0%B4%B5%E0%B5%87%E0%B4%B4%E0%B5%8D%E2%80%8C%E0%B4%B8%E0%B4%BF%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B4%BF,Convention_on_Biological_Diversity,17/4/2022,Malayalam
Public Health,ml,mal,1545,97,21,6,847,0,112,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%8B%E0%B4%B5%E0%B4%BF%E0%B4%A1%E0%B5%8D-19,COVID-19,2/3/2020,Malayalam
Biodiversity Conservation,ml,mal,221,7,4,13,11,0,103,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%A3%E0%B4%BF%E0%B4%95%E0%B4%B3%E0%B5%81%E0%B4%9F%E0%B5%86_%E0%B4%9C%E0%B4%A8%E0%B4%B8%E0%B4%82%E0%B4%96%E0%B5%8D%E0%B4%AF%E0%B4%AF%E0%B4%BF%E0%B5%BD_%E0%B4%97%E0%B4%A3%E0%B5%8D%E0%B4%AF%E0%B4%AE%E0%B4%BE%E0%B4%AF_%E0%B4%95%E0%B5%81%E0%B4%B1%E0%B4%B5%E0%B5%8D,Decline_in_insect_populations,16/4/2022,Malayalam
Biodiversity Conservation,ml,mal,255,7,4,9,874,0,51,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%82%E0%B4%B6%E0%B4%A8%E0%B4%BE%E0%B4%B6_%E0%B4%AD%E0%B5%80%E0%B4%B7%E0%B4%A3%E0%B4%BF_%E0%B4%A8%E0%B5%87%E0%B4%B0%E0%B4%BF%E0%B4%9F%E0%B5%81%E0%B4%A8%E0%B5%8D%E0%B4%A8_%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%BE,Endangered_species,20/9/2009,Malayalam
Biodiversity Conservation,ml,mal,49,0,2,3,54,1,11,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B4%A6%E0%B5%8D%E0%B4%A6%E0%B5%87%E0%B4%B6%E0%B5%80%E0%B4%AF%E0%B4%A4,Endemism,25/2/2016,Malayalam
Biodiversity Conservation,ml,mal,59,1,2,6,244,0,44,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%82%E0%B4%B6%E0%B4%A8%E0%B4%BE%E0%B4%B6%E0%B4%82_%E0%B4%B8%E0%B4%82%E0%B4%AD%E0%B4%B5%E0%B4%BF%E0%B4%9A%E0%B5%8D%E0%B4%9A_%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%BE,Extinction,14/12/2011,Malayalam
Biodiversity Conservation,ml,mal,62,1,2,2,34,0,27,https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B4%A8%E0%B4%BF%E0%B4%A4%E0%B4%95%E0%B4%B5%E0%B5%88%E0%B4%B5%E0%B4%BF%E0%B4%A7%E0%B5%8D%E0%B4%AF%E0%B4%82,Genetic_diversity,3/6/2017,Malayalam
Biodiversity Conservation,ml,mal,50,0,1,3,16,0,7,https://ml.wikipedia.org/wiki/%E0%B4%97%E0%B5%8D%E0%B4%B2%E0%B5%8B%E0%B4%AC%E0%B5%BD_%E0%B4%AC%E0%B5%88%E0%B4%AF%E0%B5%8B%E0%B4%A1%E0%B5%88%E0%B4%B5%E0%B5%87%E0%B4%B4%E0%B5%8D%E0%B4%B8%E0%B4%BF%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B4%BF_%E0%B4%87%E0%B5%BB%E0%B4%AB%E0%B5%BC%E0%B4%AE%E0%B5%87%E0%B4%B7%E0%B5%BB_%E0%B4%AB%E0%B5%86%E0%B4%B8%E0%B4%BF%E0%B4%B2%E0%B4%BF%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B4%BF,Global_Biodiversity_Information_Facility,11/2/2018,Malayalam
Climate Change,ml,mal,342,9,7,5,16,0,51,https://ml.wikipedia.org/wiki/%E0%B4%97%E0%B5%8D%E0%B4%B2%E0%B5%8B%E0%B4%AC%E0%B5%BD_%E0%B4%A1%E0%B4%BF%E0%B4%82%E0%B4%AE%E0%B4%BF%E0%B4%82%E0%B4%97%E0%B5%8D,Global_dimming,30/4/2018,Malayalam
Climate Change,ml,mal,386,0,3,0,11,0,5,https://ml.wikipedia.org/wiki/%E0%B4%86%E0%B4%97%E0%B5%8B%E0%B4%B3_%E0%B4%89%E0%B4%AA%E0%B4%B0%E0%B4%BF%E0%B4%A4%E0%B4%B2_%E0%B4%A4%E0%B4%BE%E0%B4%AA%E0%B4%A8%E0%B4%BF%E0%B4%B2,Global_surface_temperature,11/2/2022,Malayalam
Biodiversity Conservation,ml,mal,73,2,2,12,122,0,63,https://ml.wikipedia.org/wiki/%E0%B4%86%E0%B4%B5%E0%B4%BE%E0%B4%B8%E0%B4%B5%E0%B5%8D%E0%B4%AF%E0%B4%B5%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%AF%E0%B5%81%E0%B4%9F%E0%B5%86_%E0%B4%A4%E0%B4%95%E0%B5%BC%E0%B4%9A%E0%B5%8D%E0%B4%9A,Habitat_destruction,2/6/2017,Malayalam
Public Health,ml,mal,1690,37,17,20,413,0,155,https://ml.wikipedia.org/wiki/%E0%B4%86%E0%B4%B0%E0%B5%8B%E0%B4%97%E0%B5%8D%E0%B4%AF_%E0%B4%B8%E0%B4%82%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%A3%E0%B4%82,Health_care,20/10/2022,Malayalam
Public Health,ml,mal,213,11,1,1,43,0,10,https://ml.wikipedia.org/wiki/%E0%B4%B6%E0%B4%BF%E0%B4%B6%E0%B5%81%E0%B4%AE%E0%B4%B0%E0%B4%A3%E0%B4%A8%E0%B4%BF%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8D,Infant_mortality,10/1/2023,Malayalam
Biodiversity Conservation,ml,mal,154,4,3,1,150,0,3,https://ml.wikipedia.org/wiki/%E0%B4%B2%E0%B5%8B%E0%B4%95_%E0%B4%9C%E0%B5%88%E0%B4%B5%E0%B4%B5%E0%B5%88%E0%B4%B5%E0%B4%BF%E0%B4%A7%E0%B5%8D%E0%B4%AF%E0%B4%A6%E0%B4%BF%E0%B4%A8%E0%B4%82,International_Day_for_Biological_Diversity,22/5/2013,Malayalam
Biodiversity Conservation,ml,mal,73,0,3,6,138,0,39,https://ml.wikipedia.org/wiki/%E0%B4%87%E0%B4%A8%E0%B5%8D%E0%B4%B1%E0%B5%BC%E0%B4%A8%E0%B4%BE%E0%B4%B7%E0%B4%A3%E0%B5%BD_%E0%B4%AF%E0%B5%82%E0%B4%A3%E0%B4%BF%E0%B4%AF%E0%B5%BB_%E0%B4%AB%E0%B5%8B%E0%B5%BC_%E0%B4%A6_%E0%B4%95%E0%B5%BA%E0%B4%B8%E0%B5%BC%E0%B4%B5%E0%B5%87%E0%B4%B7%E0%B5%BB_%E0%B4%93%E0%B4%AB%E0%B5%8D_%E0%B4%A8%E0%B5%87%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B5%BC_%E0%B4%86%E0%B5%BB%E0%B4%A1%E0%B5%8D_%E0%B4%A8%E0%B4%BE%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B5%81%E0%B4%B1%E0%B5%BD_%E0%B4%B1%E0%B4%BF%E0%B4%B8%E0%B5%8B%E0%B4%B4%E0%B5%8D%E2%80%8C%E0%B4%B8%E0%B5%8D,International_Union_for_Conservation_of_Nature,9/3/2011,Malayalam
Biodiversity Conservation,ml,mal,492,2,11,13,1150,0,60,https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B5%88%E0%B4%B5%E0%B4%BE%E0%B4%A7%E0%B4%BF%E0%B4%A8%E0%B4%BF%E0%B4%B5%E0%B5%87%E0%B4%B6%E0%B4%82,Invasive_species,28/5/2010,Malayalam
Public Health,ml,mal,165,2,3,1,3891,1,15,https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%E0%B4%A4%E0%B4%B6%E0%B5%88%E0%B4%B2%E0%B5%80%E0%B4%B0%E0%B5%8B%E0%B4%97%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%BE,Lifestyle_disease,4/1/2017,Malayalam
Biodiversity Conservation,ml,mal,94,0,31,185,4534,0,1589,https://ml.wikipedia.org/wiki/%E0%B4%94%E0%B4%B7%E0%B4%A7%E0%B4%B8%E0%B4%B8%E0%B5%8D%E0%B4%AF%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B4%B3%E0%B5%81%E0%B4%9F%E0%B5%86_%E0%B4%AA%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF%E0%B4%95,List_of_plants_used_in_herbalism,2/11/2007,Malayalam
Biodiversity Conservation,ml,mal,213,4,6,2,23,0,36,https://ml.wikipedia.org/wiki/%E0%B4%A8%E0%B4%97%E0%B5%8B%E0%B4%AF_%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B5%8B%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%8B%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8B%E0%B5%BE,Nagoya_Protocol,17/4/2022,Malayalam
Biodiversity Conservation,ml,mal,260,7,3,5,87,0,32,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%95%E0%B5%83%E0%B4%A4%E0%B4%BF-%E0%B4%85%E0%B4%A7%E0%B4%BF%E0%B4%B7%E0%B5%8D%E2%80%8C%E0%B4%A0%E0%B4%BF%E0%B4%A4_%E0%B4%AA%E0%B4%B0%E0%B4%BF%E0%B4%B9%E0%B4%BE%E0%B4%B0%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%BE,Nature-based_solutions,19/4/2022,Malayalam
Biodiversity Conservation,ml,mal,30,0,4,9,19,0,35,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B4%82%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%A3%E0%B4%82_%E0%B4%86%E0%B4%B5%E0%B4%B6%E0%B5%8D%E0%B4%AF%E0%B4%AE%E0%B5%81%E0%B4%B3%E0%B5%8D%E0%B4%B3_%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%E0%B4%B5%E0%B5%BC%E0%B4%97%E0%B5%8D%E0%B4%97%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%BE,Near-threatened_species,27/8/2016,Malayalam
Biodiversity Conservation,ml,mal,479,12,8,4,108,0,34,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%81%E0%B4%A8%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE%E0%B4%AA%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BE%E0%B4%A8%E0%B4%BE%E0%B4%95%E0%B4%BE%E0%B4%A4%E0%B5%8D%E0%B4%A4_%E0%B4%B5%E0%B4%BF%E0%B4%AD%E0%B4%B5%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%BE,Non-renewable_resource,30/7/2021,Malayalam
Biodiversity Conservation,ml,mal,361,12,4,18,11,0,104,https://ml.wikipedia.org/wiki/%E0%B4%93%E0%B4%B5%E0%B5%BC_%E0%B4%B9%E0%B4%BE%E0%B5%BC%E0%B4%B5%E0%B5%86%E0%B4%B8%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B4%BF%E0%B4%82%E0%B4%97%E0%B5%8D,Overexploitation,20/4/2022,Malayalam
Public Health,ml,mal,282,10,4,2,34,0,14,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B5%81%E0%B5%BB%E0%B4%95%E0%B4%B0%E0%B5%81%E0%B4%A4%E0%B5%BD_%E0%B4%A4%E0%B4%A4%E0%B5%8D%E0%B4%B5%E0%B4%82,Precautionary_principle,17/4/2022,Malayalam
Biodiversity Conservation,ml,mal,556,4,7,8,235,0,55,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%B4%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BE%E0%B4%9F%E0%B5%8D,Rainforest,13/9/2007,Malayalam
Biodiversity Conservation,ml,mal,94,0,2,7,766,0,68,https://ml.wikipedia.org/wiki/%E0%B4%AE%E0%B4%A3%E0%B5%8D%E0%B4%A3%E0%B5%8D_%E0%B4%B8%E0%B4%82%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%A3%E0%B4%82,Soil_conservation,5/6/2017,Malayalam
Public Health,ml,mal,263,13,3,0,15,0,7,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%BE%E0%B4%9A%E0%B4%BF%E0%B4%95_%E0%B4%AA%E0%B5%8B%E0%B4%B8%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%AE%E0%B5%8B%E0%B5%BC%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%82,Verbal_autopsy,25/7/2018,Malayalam
Biodiversity Conservation,ml,mal,79,0,2,4,41,0,37,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%82%E0%B4%B6%E0%B4%A8%E0%B4%BE%E0%B4%B6_%E0%B4%B8%E0%B4%BE%E0%B4%A6%E0%B5%8D%E0%B4%A7%E0%B5%8D%E0%B4%AF%E0%B4%A4%E0%B4%AF%E0%B5%81%E0%B4%B3%E0%B5%8D%E0%B4%B3_%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%BE,Vulnerable_species,20/12/2015,Malayalam
Public Health,ml,mal,167,0,4,1,601,0,50,https://ml.wikipedia.org/wiki/%E0%B4%B2%E0%B5%8B%E0%B4%95%E0%B4%BE%E0%B4%B0%E0%B5%8B%E0%B4%97%E0%B5%8D%E0%B4%AF%E0%B4%B8%E0%B4%82%E0%B4%98%E0%B4%9F%E0%B4%A8,World_Health_Organization,13/12/2008,Malayalam
Biodiversity Conservation,mn,mon,328,0,0,1,40,0,2,https://mn.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B9%D0%BD_%D0%BE%D0%BB%D0%BE%D0%BD_%D1%8F%D0%BD%D0%B7_%D0%B1%D0%B0%D0%B9%D0%B4%D0%B0%D0%BB,Biodiversity,18/8/2023,Mongolian
Biodiversity Conservation,mn,mon,200,0,0,0,10,1,2,https://mn.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B9%D0%BD_%D1%82%D3%A9%D1%80%D3%A9%D0%BB_%D0%B7%D2%AF%D0%B9%D0%BB%D0%B8%D0%B9%D0%BD_%D0%B0%D0%BB%D0%B4%D0%B0%D0%B3%D0%B4%D0%B0%D0%BB,Biodiversity_loss,30/7/2024,Mongolian
Climate Change,mn,mon,472,5,5,3,208,0,19,https://mn.wikipedia.org/wiki/%D0%A3%D1%83%D1%80_%D0%B0%D0%BC%D1%8C%D1%81%D0%B3%D0%B0%D0%BB%D1%8B%D0%BD_%D3%A9%D3%A9%D1%80%D1%87%D0%BB%D3%A9%D0%BB%D1%82,Climate_change,6/7/2007,Mongolian
Public Health,mn,mon,144,0,5,1,66,0,5,https://mn.wikipedia.org/wiki/COVID-19,COVID-19,15/2/2022,Mongolian
Biodiversity Conservation,mn,mon,184,1,1,1,173,0,20,https://mn.wikipedia.org/wiki/%D0%A5%D0%BE%D0%B2%D0%BE%D1%80%D0%B4%D1%81%D0%BE%D0%BD_%D0%B7%D2%AF%D0%B9%D0%BB,Endangered_species,12/6/2012,Mongolian
Climate Change,mn,mon,173,0,0,0,10,0,2,https://mn.wikipedia.org/wiki/%D0%A6%D0%B0%D0%B3_%D1%83%D1%83%D1%80%D1%8B%D0%BD_%D0%B5%D1%80%D3%A9%D0%BD%D1%85%D0%B8%D0%B9_%D1%8D%D1%80%D0%B3%D1%8D%D0%BB%D1%82%D0%B8%D0%B9%D0%BD_%D0%B7%D0%B0%D0%B3%D0%B2%D0%B0%D1%80,General_circulation_model,18/1/2024,Mongolian
Biodiversity Conservation,mn,mon,226,0,0,1,14,0,2,https://mn.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B8%D0%B9%D0%BD_%D0%BE%D0%BB%D0%BE%D0%BD_%D1%8F%D0%BD%D0%B7_%D0%B1%D0%B0%D0%B9%D0%B4%D0%B0%D0%BB,Genetic_diversity,18/8/2023,Mongolian
Climate Change,mn,mon,221,0,0,0,22,0,2,https://mn.wikipedia.org/wiki/%D0%A5%D2%AF%D0%BB%D1%8D%D0%BC%D0%B6%D0%B8%D0%B9%D0%BD_%D1%85%D0%B8%D0%B9%D0%BD_%D1%8F%D0%BB%D0%B3%D0%B0%D1%80%D1%83%D1%83%D0%BB%D0%B0%D0%BB%D1%82,Greenhouse_gas_emissions,24/5/2024,Mongolian
Biodiversity Conservation,mn,mon,242,0,0,1,25,0,8,https://mn.wikipedia.org/wiki/%D0%9E%D0%BB%D0%BE%D0%BD_%D1%83%D0%BB%D1%81%D1%8B%D0%BD_%D0%B1%D0%B0%D0%B9%D0%B3%D0%B0%D0%BB%D1%8C_%D1%85%D0%B0%D0%BC%D0%B3%D0%B0%D0%B0%D0%BB%D0%B0%D1%85_%D1%85%D0%BE%D0%BB%D0%B1%D0%BE%D0%BE,International_Union_for_Conservation_of_Nature,23/10/2023,Mongolian
Biodiversity Conservation,mn,mon,123,0,0,0,9,0,4,https://mn.wikipedia.org/wiki/%D0%9D%D3%A9%D1%85%D3%A9%D0%BD_%D1%81%D1%8D%D1%80%D0%B3%D1%8D%D1%8D%D0%B3%D0%B4%D0%B4%D1%8D%D0%B3%D0%B3%D2%AF%D0%B9_%D0%BD%D3%A9%D3%A9%D1%86_%D0%B1%D0%B0%D1%8F%D0%BB%D0%B0%D0%B3,Non-renewable_resource,19/1/2024,Mongolian
Biodiversity Conservation,mn,mon,531,6,8,4,23,0,29,https://mn.wikipedia.org/wiki/%D0%A8%D0%B8%D1%80%D1%8D%D0%BD%D0%B3%D1%8D%D0%BD_%D0%BE%D0%B9,Rainforest,12/1/2008,Mongolian
Public Health,mn,mon,143,0,0,0,10,0,2,https://mn.wikipedia.org/wiki/%D0%91%D2%AF%D1%85_%D0%BD%D0%B8%D0%B9%D1%82%D0%B8%D0%B9%D0%BD_%D1%8D%D1%80%D2%AF%D2%AF%D0%BB_%D0%BC%D1%8D%D0%BD%D0%B4%D0%B8%D0%B9%D0%BD_%D1%85%D0%B0%D0%BC%D0%B3%D0%B0%D0%B0%D0%BB%D0%B0%D0%BB,Universal_health_care,18/1/2024,Mongolian
Public Health,mn,mon,376,0,6,7,101,0,16,https://mn.wikipedia.org/wiki/%D0%94%D1%8D%D0%BB%D1%85%D0%B8%D0%B9%D0%BD_%D0%AD%D1%80%D2%AF%D2%AF%D0%BB_%D0%9C%D1%8D%D0%BD%D0%B4%D0%B8%D0%B9%D0%BD_%D0%91%D0%B0%D0%B9%D0%B3%D1%83%D1%83%D0%BB%D0%BB%D0%B0%D0%B3%D0%B0,World_Health_Organization,28/3/2007,Mongolian
Biodiversity Conservation,mni,mni,307,5,1,1,22,0,2,https://mni.wikipedia.org/wiki/%EA%AF%8D%EA%AF%A4%EA%AF%A1%EA%AF%82%EA%AF%A4%EA%AF%95%EA%AF%81%EA%AF%A4%EA%AF%A1%EA%AF%92%EA%AF%A4_%EA%AF%83%EA%AF%88%EA%AF%9C-%EA%AF%83%EA%AF%88%EA%AF%A5_%EA%AF%80%EA%AF%8C%EA%AF%A5_%EA%AF%83%EA%AF%A5%EA%AF%A1%EA%AF%8A%EA%AF%94%EA%AF%9B%EA%AF%84,Biodiversity_loss,7/5/2024,Meitei
Public Health,mni,mni,33,0,1,1,NA,NA,4,https://mni.wikipedia.org/wiki/%EA%AF%8D%EA%AF%A4%EA%AF%92%EA%AF%A3%EA%AF%9B_%EA%AF%83%EA%AF%86%EA%AF%A8%EA%AF%92%EA%AF%A4_%EA%AF%83%EA%AF%90%EA%AF%9D,Blue_space,2/11/2023,Meitei
Biodiversity Conservation,mni,mni,333,5,1,1,17,0,2,https://mni.wikipedia.org/wiki/%EA%AF%91%EA%AF%8D%EA%AF%A4%EA%AF%A1%EA%AF%95%EA%AF%81%EA%AF%A4%EA%AF%A1%EA%AF%92%EA%AF%A4_%EA%AF%83%EA%AF%88%EA%AF%A6%EA%AF%9C_%EA%AF%83%EA%AF%8A%EA%AF%A6%EA%AF%9C_%EA%AF%8C%EA%AF%A5%EA%AF%9D%EA%AF%95%EA%AF%92%EA%AF%A4_%EA%AF%83%EA%AF%87%EA%AF%A5%EA%AF%A1%EA%AF%97_%EA%AF%84%EA%AF%A5%EA%AF%A1%EA%AF%8A%EA%AF%A3%EA%AF%9B%EA%AF%84_%EA%AF%83%EA%AF%A4%EA%AF%90%EA%AF%9D,Convention_on_Biological_Diversity,17/5/2024,Meitei
Public Health,mni,mni,40,7,1,1,NA,NA,2,https://mni.wikipedia.org/wiki/%EA%AF%80%EA%AF%A3%EA%AF%94%EA%AF%A3%EA%AF%85%EA%AF%A5_%EA%AF%9A%EA%AF%A5%EA%AF%8F%EA%AF%94%EA%AF%81_%EA%AF%82%EA%AF%A9%EA%AF%85%EA%AF%A5_%EA%AF%B2%EA%AF%B0%EA%AF%B1%EA%AF%B9,COVID-19,13/4/2024,Meitei
